nom_genre,nom_espece,nom_complet,annee_espece,annee_genre,autorite_espece
Eucarpia,puncticosta,Eucarpia puncticosta,1870,1857,"(Walker, 1870)"
Eucarpia,puncticosta beta,Eucarpia puncticosta beta,1870,1857,"(Walker, 1870)"
Eucarpia,specialis,Eucarpia specialis,2003,1857,"Tsaur & Hsu, 2003"
Eucarpia,stellata,Eucarpia stellata,2003,1857,"Tsaur & Hsu, 2003"
Eucarpia,straeleni,Eucarpia straeleni,1933,1857,"(Synave, 1933)"
Eucarpia,taiensis,Eucarpia taiensis,1984,1857,"Van Stalle, 1984"
Eucarpia,tenebrosa,Eucarpia tenebrosa,1870,1857,"(Walker, 1870)"
Eucarpia,trahens,Eucarpia trahens,1857,1857,"(Walker, 1857)"
Eucarpia,truncata,Eucarpia truncata,2003,1857,"Tsaur & Hsu, 2003"
Eucarpia,univitta,Eucarpia univitta,1857,1857,"Walker, 1857"
Eucarpia,varia,Eucarpia varia,1870,1857,"(Walker, 1870)"
Eucarpia,variegata,Eucarpia variegata,1870,1857,"(Walker, 1870)"
Eumecurus,angustiformis,Eumecurus angustiformis,1953,1971,"(Linnavuori, 1953)"
Eumecurus,apunctatus,Eumecurus apunctatus,1985,1971,"Dlabola, 1985"
Eumecurus,baluchestanicus,Eumecurus baluchestanicus,1985,1971,"Dlabola, 1985"
Eumecurus,beduina,Eumecurus beduina,1964,1971,"(Linnavuori, 1964)"
Eumecurus,bilineolatus,Eumecurus bilineolatus,1992,1971,"Emeljanov, 1992"
Eumecurus,binaevulatus,Eumecurus binaevulatus,1992,1971,"Emeljanov, 1992"
Eumecurus,bourouensis,Eumecurus bourouensis,1965,1971,"(Linnavuori, 1965)"
Eumecurus,brachycephalus,Eumecurus brachycephalus,1907,1971,"(Distant, 1907)"
Eumecurus,caudatus,Eumecurus caudatus,1971,1971,"Emeljanov, 1971"
Eumecurus,decempunctatus,Eumecurus decempunctatus,1984,1971,"(Van Stalle, 1984)"
Eumecurus,dillaca,Eumecurus dillaca,1985,1971,"Dlabola, 1985"
Eumecurus,eryx,Eumecurus eryx,1958,1971,"(Fennah, 1958)"
Eumecurus,gyaurus,Eumecurus gyaurus,1957,1971,"(Dlabola, 1957)"
Eumecurus,hottentottus,Eumecurus hottentottus,1855,1971,"(Stål, 1855)"
Eumecurus,incompletus,Eumecurus incompletus,1983,1971,"(Van Stalle, 1983)"
Eumecurus,kabulus,Eumecurus kabulus,1957,1971,"(Dlabola, 1957)"
Eumecurus,kibuyanus,Eumecurus kibuyanus,1955,1971,"(Fennah, 1955)"
Eumecurus,lactescens,Eumecurus lactescens,1925,1971,"(Hesse, 1925)"
Eumecurus,lativertex,Eumecurus lativertex,1994,1971,"Dlabola, 1994"
Eumecurus,ljubodragi,Eumecurus ljubodragi,1985,1971,"Dlabola, 1985"
Eumecurus,longivertex,Eumecurus longivertex,1937,1971,"(Kusnezov, 1937)"
Eumecurus,maculosus,Eumecurus maculosus,1925,1971,"(Hesse, 1925)"
Eumecurus,mashonanus,Eumecurus mashonanus,1987,1971,"(Van Stalle, 1987)"
Eumecurus,mediafricanus,Eumecurus mediafricanus,1987,1971,"(Van Stalle, 1987)"
Eumecurus,muslim,Eumecurus muslim,1995,1971,"Emeljanov, 1995"
Eumecurus,ocellata,Eumecurus ocellata,1987,1971,"(Van Stalle, 1987)"
Eumecurus,octopus,Eumecurus octopus,1985,1971,"Dlabola, 1985"
Eumecurus,ongumae,Eumecurus ongumae,1987,1971,"(Van Stalle, 1987)"
Eumecurus,orthodoxa,Eumecurus orthodoxa,1985,1971,"Emeljanov, 1985"
Eumecurus,orthodoxa,Eumecurus orthodoxa,1995,1971,"Emeljanov, 1995"
Eumecurus,raunoi,Eumecurus raunoi,1988,1971,"Dlabola, 1988"
Eumecurus,skofitschii,Eumecurus skofitschii,2010,1971,"Huang & Holzinger, 2010"
Eumecurus,subrobustus,Eumecurus subrobustus,1995,1971,"Emeljanov, 1995"
Eumecurus,superstylus,Eumecurus superstylus,1985,1971,"Dlabola, 1985"
Eumecurus,transpunctatus,Eumecurus transpunctatus,1985,1971,"Dlabola, 1985"
Eumecurus,vilbastei,Eumecurus vilbastei,1985,1971,"Dlabola, 1985"
Eumecurus,zairensis,Eumecurus zairensis,1987,1971,"(Van Stalle, 1987)"
Eumyndus,bistriata,Eumyndus bistriata,1960,1956,"Synave, 1960"
Eumyndus,kraussi,Eumyndus kraussi,1956,1956,"Synave, 1956"
Eumyndus,madagascariensis,Eumyndus madagascariensis,1956,1956,"Synave, 1956"
Eumyndus,metcalfi,Eumyndus metcalfi,1956,1956,"Synave, 1956"
Eumyndus,pallida,Eumyndus pallida,1960,1956,"Synave, 1960"
Eumyndus,perinetensis,Eumyndus perinetensis,1965,1956,"Synave, 1965"
Euryphlepsia,amboinensis,Euryphlepsia amboinensis,1922,1922,"Muir, 1922"
Euryphlepsia,cocos,Euryphlepsia cocos,1924,1922,"Muir, 1924"
Euryphlepsia,flava,Euryphlepsia flava,1922,1922,"Muir, 1922"
Euryphlepsia,lineata,Euryphlepsia lineata,1922,1922,"Muir, 1922"
Euryphlepsia,palescens,Euryphlepsia palescens,1954,1922,"(Metcalf, 1954)"
Euryphlepsia,pallescens,Euryphlepsia pallescens,1954,1922,"(Metcalf, 1954)"
Euryphlepsia,pallidifrons,Euryphlepsia pallidifrons,1922,1922,"Muir, 1922"
Euryphlepsia,papuaensis,Euryphlepsia papuaensis,1922,1922,"Muir, 1922"
Euryphlepsia,stylifera,Euryphlepsia stylifera,1985,1922,"Van Stalle, 1985"
Euryphlepsia,thersites,Euryphlepsia thersites,1970,1922,"Fennah, 1970"
Euryphlepsia,vangoethemi,Euryphlepsia vangoethemi,1985,1922,"Van Stalle, 1985"
Euryphlepsia,yamia,Euryphlepsia yamia,1989,1922,"Tsaur, 1989"
Flachaemus,diluta,Flachaemus diluta,1866,1989,"(Stål, 1866)"
Flachaemus,knysnana,Flachaemus knysnana,1989,1989,"Van Stalle, 1989"
Flachaemus,mosselensis,Flachaemus mosselensis,1989,1989,"Van Stalle, 1989"
Flachaemus,pirriensis,Flachaemus pirriensis,1989,1989,"Van Stalle, 1989"
Flachaemus,pondolandensis,Flachaemus pondolandensis,1989,1989,"Van Stalle, 1989"
Flachaemus,porticola,Flachaemus porticola,1989,1989,"Van Stalle, 1989"
Flachaemus,punctatus,Flachaemus punctatus,1956,1989,"(Synave, 1956)"
Flachaemus,turneri,Flachaemus turneri,1989,1989,"Van Stalle, 1989"
Gelastocephalus,jacobii,Gelastocephalus jacobii,1931,1906,"(Muir, 1931)"
Gelastocephalus,ornithoides,Gelastocephalus ornithoides,1906,1906,"Kirkaldy, 1906"
Gelastocephalus,velifer,Gelastocephalus velifer,2006,1906,"Löcker & Larivière, 2006"
Gonophallus,trinus,Gonophallus trinus,1991,1991,"Tsaur & Hsu, 1991"
Haplacha,letourneuxi,Haplacha letourneuxi,1887,1874,"Lethierry, 1887"
Haplacha,plagiata,Haplacha plagiata,1888,1874,"Lethierry, 1888"
Haplacha,seticulosa,Haplacha seticulosa,1872,1872,"Fieber, 1872"
Haplacha,seticulosa,Haplacha seticulosa,1874,1874,"Lethierry, 1874"
Haplacha,tamaricis,Haplacha tamaricis,1887,1874,"Lethierry, 1887"
Haplacha,viridula,Haplacha viridula,1895,1874,"Horváth, 1895"
Haplaxius,akko,Haplaxius akko,1979,1904,"(Kramer, 1979)"
Haplaxius,auratus,Haplaxius auratus,1933,1904,"(Ball, 1933)"
Haplaxius,balli,Haplaxius balli,1979,1904,"(Kramer, 1979)"
Haplaxius,beameri,Haplaxius beameri,1933,1904,"(Ball, 1933)"
Haplaxius,brimosis,Haplaxius brimosis,1979,1904,"(Kramer, 1979)"
Haplaxius,cabrerensis,Haplaxius cabrerensis,2010,1904,"Ferreira, Mc Kamey & Martinez, 2010"
Haplaxius,caldwelli,Haplaxius caldwelli,1979,1904,"(Kramer, 1979)"
Haplaxius,catalinus,Haplaxius catalinus,1933,1904,"(Ball, 1933)"
Haplaxius,cocois,Haplaxius cocois,1945,1904,"(Fennah, 1945)"
Haplaxius,collinus,Haplaxius collinus,1933,1904,"(Ball, 1933)"
Haplaxius,crena,Haplaxius crena,1979,1904,"(Kramer, 1979)"
Haplaxius,crudis,Haplaxius crudis,1907,1904,"(Van Duzee, 1907)"
Haplaxius,crudus,Haplaxius crudus,1907,1904,"(Van Duzee, 1907)"
Haplaxius,deleter,Haplaxius deleter,1979,1904,"(Kramer, 1979)"
Haplaxius,delicatus,Haplaxius delicatus,1908,1904,"(Van Duzee, 1908)"
Haplaxius,delta,Haplaxius delta,1979,1904,"(Kramer, 1979)"
Haplaxius,dolon,Haplaxius dolon,1979,1904,"(Kramer, 1979)"
Haplaxius,dozieri,Haplaxius dozieri,1979,1904,"(Kramer, 1979)"
Haplaxius,enotatus,Haplaxius enotatus,1909,1904,"(Van Duzee, 1909)"
Haplaxius,fennahi,Haplaxius fennahi,1979,1904,"(Kramer, 1979)"
Haplaxius,flocki,Haplaxius flocki,1979,1904,"(Kramer, 1979)"
Haplaxius,frontalis,Haplaxius frontalis,1904,1904,"Fowler, 1904"
Haplaxius,fulvus,Haplaxius fulvus,1903,1904,"(Osborn, 1903)"
Haplaxius,gabrielensis,Haplaxius gabrielensis,1951,1904,"Flock, 1951"
Haplaxius,glyphis,Haplaxius glyphis,1979,1904,"(Kramer, 1979)"
Haplaxius,gnophos,Haplaxius gnophos,1979,1904,"(Kramer, 1979)"
Haplaxius,gomphos,Haplaxius gomphos,1979,1904,"(Kramer, 1979)"
Haplaxius,hochae,Haplaxius hochae,2006,1904,"O'Brien, 2006"
Haplaxius,impiger,Haplaxius impiger,1902,1904,"(Ball, 1902)"
Haplaxius,jamaicae,Haplaxius jamaicae,1979,1904,"(Kramer, 1979)"
Haplaxius,laevis,Haplaxius laevis,1904,1904,"Fowler, 1904"
Haplaxius,lophion,Haplaxius lophion,1979,1904,"(Kramer, 1979)"
Haplaxius,lunatus,Haplaxius lunatus,1909,1904,"(Van Duzee, 1909)"
Haplaxius,lyssa,Haplaxius lyssa,1979,1904,"(Kramer, 1979)"
Haplaxius,meadi,Haplaxius meadi,1979,1904,"(Kramer, 1979)"
Haplaxius,mojavensis,Haplaxius mojavensis,1933,1904,"(Ball, 1933)"
Haplaxius,mokos,Haplaxius mokos,1979,1904,"(Kramer, 1979)"
Haplaxius,neopusillus,Haplaxius neopusillus,1979,1904,"(Kramer, 1979)"
Haplaxius,nevadensis,Haplaxius nevadensis,1979,1904,"(Kramer, 1979)"
Haplaxius,nigrifrons,Haplaxius nigrifrons,1937,1904,"(Ball, 1937)"
Haplaxius,nigrifrons,Haplaxius nigrifrons,1937,1904,"Ball, 1937"
Haplaxius,nimbus,Haplaxius nimbus,1979,1904,"(Kramer, 1979)"
Haplaxius,nolinus,Haplaxius nolinus,1933,1904,"(Ball, 1933)"
Haplaxius,nolinus,Haplaxius nolinus,1933,1904,"Ball, 1933"
Haplaxius,occidentalis,Haplaxius occidentalis,1914,1904,"(Van Duzee, 1914)"
Haplaxius,ovatus,Haplaxius ovatus,1933,1904,"(Ball, 1933)"
Haplaxius,pallidus,Haplaxius pallidus,1946,1904,"Caldwell, 1946"
Haplaxius,perrinei,Haplaxius perrinei,1951,1904,"Caldwell, 1951"
Haplaxius,phylax,Haplaxius phylax,1979,1904,"(Kramer, 1979)"
Haplaxius,pictifrons,Haplaxius pictifrons,1862,1904,"(Stål, 1862)"
Haplaxius,pusillus,Haplaxius pusillus,1909,1904,"(Van Duzee, 1909)"
Haplaxius,radicis,Haplaxius radicis,1903,1904,"(Osborn, 1903)"
Haplaxius,rubidus,Haplaxius rubidus,1933,1904,"(Ball, 1933)"
Haplaxius,sillos,Haplaxius sillos,1979,1904,"(Kramer, 1979)"
Haplaxius,skarphion,Haplaxius skarphion,1979,1904,"(Kramer, 1979)"
Haplaxius,slossonae,Haplaxius slossonae,1902,1904,"(Ball, 1902)"
Haplaxius,slossoni,Haplaxius slossoni,1902,1904,"(Ball, 1902)"
Haplaxius,sordidipennis,Haplaxius sordidipennis,1862,1904,"(Stål, 1862)"
Haplaxius,spanglerorum,Haplaxius spanglerorum,1979,1904,"(Kramer, 1979)"
Haplaxius,sparagma,Haplaxius sparagma,1979,1904,"(Kramer, 1979)"
Haplaxius,synavei,Haplaxius synavei,1979,1904,"(Kramer, 1979)"
Haplaxius,tekmar,Haplaxius tekmar,1979,1904,"(Kramer, 1979)"
Haplaxius,tekton,Haplaxius tekton,1979,1904,"(Kramer, 1979)"
Haplaxius,texensis,Haplaxius texensis,1979,1904,"(Kramer, 1979)"
Haplaxius,thryligma,Haplaxius thryligma,1979,1904,"(Kramer, 1979)"
Haplaxius,truncatus,Haplaxius truncatus,1923,1904,"(Metcalf, 1923)"
Haplaxius,vilbastei,Haplaxius vilbastei,1979,1904,"(Kramer, 1979)"
Haplaxius,viridicatus,Haplaxius viridicatus,1933,1904,"(Ball, 1933)"
Haplaxius,viridis,Haplaxius viridis,1902,1904,"(Ball, 1902)"
Haplaxius,wheeleri,Haplaxius wheeleri,1996,1904,"(Wilson, 1996)"
Haplaxius,xyron,Haplaxius xyron,1979,1904,"(Kramer, 1979)"
Haplaxius,yuccandus,Haplaxius yuccandus,1933,1904,"(Ball, 1933)"
Hastites,muiri,Hastites muiri†,1922,1922,"Cockerell, 1922"
Helenolius,dividens,Helenolius dividens,1858,1986,"(Walker, 1858)"
Helenolius,insulicola,Helenolius insulicola,1986,1986,"Van Stalle, 1986"
Hemitropis,acuminata,Hemitropis acuminata,1963,1866,"Lindberg, 1963"
Hemitropis,arcufera,Hemitropis arcufera,1884,1866,"Puton, 1884"
Hemitropis,bipunctata,Hemitropis bipunctata,1866,1866,"Fieber, 1866"
Hemitropis,fasciata,Hemitropis fasciata,1894,1866,"Horváth, 1894"
Hemitropis,gracilis,Hemitropis gracilis,1969,1866,"Mitjaev, 1969"
Hemitropis,halima,Hemitropis halima,1969,1866,"Mitjaev, 1969"
Hemitropis,letourneuxi,Hemitropis letourneuxi,1887,1866,"Puton & Lethierry, 1887"
Hemitropis,limonii,Hemitropis limonii,1964,1866,"Emeljanov, 1964"
Hemitropis,modesta,Hemitropis modesta,1894,1866,"Horváth, 1894"
Hemitropis,plagiata,Hemitropis plagiata,1888,1866,"(Lethierry, 1888)"
Hemitropis,seticulosa,Hemitropis seticulosa,1874,1866,"(Lethierry, 1874)"
Hemitropis,sousensis,Hemitropis sousensis,1963,1866,"Lindberg, 1963"
Hemitropis,suleiman,Hemitropis suleiman,1960,1866,"Synave, 1960"
Hemitropis,tamaricicola,Hemitropis tamaricicola,1966,1866,"Dubovskiy, 1966"
Hemitropis,tamaricis,Hemitropis tamaricis,1887,1866,"(Lethierry, 1887)"
Hemitropis,tatianae,Hemitropis tatianae,1964,1866,"Emeljanov, 1964"
Hemitropis,ugedeicus,Hemitropis ugedeicus,1957,1866,"Dlabola, 1957"
Hemitropis,vatrum,Hemitropis vatrum,1985,1866,"Dlabola, 1985"
Hemitropis,verticilineata,Hemitropis verticilineata,1965,1866,"Dlabola, 1965"
Hemitropis,viridissima,Hemitropis viridissima,1960,1866,"Dlabola, 1960"
Hemitropis,viridula,Hemitropis viridula,1895,1866,"(Horváth, 1895)"
Huttia,harrisi,Huttia harrisi,1924,1924,"Myers, 1924"
Huttia,nigrifons,Huttia nigrifons,1924,1924,"Myers, 1924"
Huttia,northlandica,Huttia northlandica,1999,1924,"Larivière, 1999"
Hyalesthes,ammon,Hyalesthes ammon,1995,1865,"Emeljanov, 1995"
Hyalesthes,angustulus,Hyalesthes angustulus,1909,1865,"Horváth, 1909"
Hyalesthes,askalensis,Hyalesthes askalensis,1986,1865,"Hoch, 1986"
Hyalesthes,aylanus,Hyalesthes aylanus,1985,1865,"Hoch, 1985"
Hyalesthes,carinifrons,Hyalesthes carinifrons,1935,1865,"(Kusnezov, 1935)"
Hyalesthes,catenxero,Hyalesthes catenxero,1986,1865,"Sergel, 1986"
Hyalesthes,diyala,Hyalesthes diyala,1985,1865,"Hoch & Remane, 1985"
Hyalesthes,duffelsi,Hyalesthes duffelsi,1974,1865,"Dlabola, 1974"
Hyalesthes,erzurumica,Hyalesthes erzurumica,1995,1865,"Dlabola, 1995"
Hyalesthes,flatenca,Hyalesthes flatenca,1986,1865,"Sergel, 1986"
Hyalesthes,flavipennis,Hyalesthes flavipennis,1909,1865,"Horváth, 1909"
Hyalesthes,flavovaria,Hyalesthes flavovaria,1935,1865,"Kusnezov, 1935"
Hyalesthes,fulvus,Hyalesthes fulvus,1935,1865,"Kusnezov, 1935"
Hyalesthes,grandis,Hyalesthes grandis,1910,1865,"Matsumura, 1910"
Hyalesthes,hani,Hyalesthes hani,1985,1865,"Hoch, 1985"
Hyalesthes,lacotei,Hyalesthes lacotei,1970,1865,"(Dlabola, 1970)"
Hyalesthes,luteipes,Hyalesthes luteipes,1876,1865,"Fieber, 1876"
Hyalesthes,madeires,Hyalesthes madeires,1985,1865,"Hoch & Remane, 1985"
Hyalesthes,madeires,Hyalesthes madeires,1986,1865,"Remane & Hoch, 1986"
Hyalesthes,mavromoustkisi,Hyalesthes mavromoustkisi,1959,1865,"Dlabola, 1959"
Hyalesthes,mlokosiewiczi,Hyalesthes mlokosiewiczi,1879,1865,"Signoret, 1879"
Hyalesthes,nigricollis,Hyalesthes nigricollis,1935,1865,"Kusnezov, 1935"
Hyalesthes,obsoletus,Hyalesthes obsoletus,1865,1865,"Signoret, 1865"
Hyalesthes,orsoles,Hyalesthes orsoles,1986,1865,"Remane & Hoch, 1986"
Hyalesthes,philesakis,Hyalesthes philesakis,1985,1865,"Hoch & Remane, 1985"
Hyalesthes,ponticorum,Hyalesthes ponticorum,1985,1865,"Hoch & Remane, 1985"
Hyalesthes,portonoves,Hyalesthes portonoves,1985,1865,"Hoch & Remane, 1985"
Hyalesthes,portonoves,Hyalesthes portonoves,1986,1865,"Remane & Hoch, 1986"
Hyalesthes,productus,Hyalesthes productus,1889,1865,"Lethierry, 1889"
Hyalesthes,restultus,Hyalesthes restultus,1994,1865,"Dlabola, 1994"
Hyalesthes,rottensis,Hyalesthes rottensis†,1950,1865,"Statz, 1950"
Hyalesthes,scotti,Hyalesthes scotti,1882,1865,"Ferrari, 1882"
Hyalesthes,stylidentatus,Hyalesthes stylidentatus,1979,1865,"(Dlabola, 1979)"
Hyalesthes,teno,Hyalesthes teno,1986,1865,"Remane & Hoch, 1986"
Hyalesthes,thracinus,Hyalesthes thracinus,1986,1865,"Hoch, 1986"
Hyalesthes,tilos,Hyalesthes tilos,1986,1865,"Remane & Hoch, 1986"
Hyalesthes,venustus,Hyalesthes venustus,1969,1865,"Logvinenko, 1969"
Hyalesthes,verticillata,Hyalesthes verticillata,1994,1865,"Dlabola, 1994"
Hyalesthes,veyseli,Hyalesthes veyseli,1986,1865,"Hoch, 1986"
Hyalesthes,yozgaticus,Hyalesthes yozgaticus,1985,1865,"Hoch & Remane, 1985"
Hyalesthes,zabolicus,Hyalesthes zabolicus,1985,1865,"Dlabola, 1985"
Innobindus,alternans,Innobindus alternans,2007,1928,"Löcker, 2007"
Innobindus,collessi,Innobindus collessi,2007,1928,"Löcker, 2007"
Innobindus,licinus,Innobindus licinus,2007,1928,"Löcker, 2007"
Innobindus,marginatus,Innobindus marginatus,2007,1928,"Löcker, 2007"
Innobindus,multimaculatus,Innobindus multimaculatus,1928,1928,"Jacobi, 1928"
Innobindus,robinae,Innobindus robinae,2007,1928,"Löcker, 2007"
Innobindus,unicornis,Innobindus unicornis,2007,1928,"Löcker, 2007"
Iolania,clypealis,Iolania clypealis,1931,1902,"Muir, 1931"
Iolania,koolauensis,Iolania koolauensis,1925,1902,"Giffard, 1925"
Iolania,kraussohana,Iolania kraussohana,2006,1902,"Hoch, 2006"
Iolania,lanaiensis,Iolania lanaiensis,1925,1902,"Giffard, 1925"
Iolania,mauiensis,Iolania mauiensis,1925,1902,"Giffard, 1925"
Iolania,oahuensis,Iolania oahuensis,1925,1902,"Giffard, 1925"
Iolania,perkinsi,Iolania perkinsi,1902,1902,"Kirkaldy, 1902"
Iolania,vittipennis,Iolania vittipennis,1931,1902,"Muir, 1931"
Ithma,cebrenis,Ithma cebrenis,1969,1969,"Fennah, 1969"
Ithma,charondas,Ithma charondas,1969,1969,"Fennah, 1969"
Ithma,sacrator,Ithma sacrator,1969,1969,"Fennah, 1969"
Karbopodoides,aptianus,Karbopodoides aptianus†,1961,2001,"(Fennah, 1961)"
Karebodopoides,aptianus,Karebodopoides aptianus†,1987,2001,"(Fennah, 1987)"
Kibofascius,frenata,Kibofascius frenata,1910,1986,"(Jacobi, 1910)"
Kirbya,pagana,Kirbya pagana,1903,1903,"Melichar, 1903"
Kirbyana,australis,Kirbyana australis,1913,1906,"(Muir, 1913)"
Kirbyana,deusta,Kirbyana deusta,1911,1906,"(Distant, 1911)"
Kirbyana,deventeri,Kirbyana deventeri,1907,1906,"(Kirkaldy, 1907)"
Kirbyana,javana,Kirbyana javana,1913,1906,"Muir, 1913"
Kirbyana,lini,Kirbyana lini,2003,1906,"Tsaur & Hsu, 2003"
Kirbyana,pagana,Kirbyana pagana,1903,1906,"(Melichar, 1903)"
Kirbyana,pratti,Kirbyana pratti,1913,1906,"Muir, 1913"
Koroana,arthuria,Koroana arthuria,1924,1924,"Myers, 1924"
Koroana,helena,Koroana helena,1924,1924,"Myers, 1924"
Koroana,interior,Koroana interior,1858,1924,"(Walker, 1858)"
Koroana,lanceloti,Koroana lanceloti,1997,1924,"Larivière, 1997"
Kuvera,bassarukini,Kuvera bassarukini,1998,1906,"Emeljanov, 1998"
Kuvera,brunettii,Kuvera brunettii,1922,1906,"Muir, 1922"
Kuvera,brunnea,Kuvera brunnea,1957,1906,"(Dlabola, 1957)"
Kuvera,communis,Kuvera communis,1991,1906,"Tsaur & Hsu, 1991"
Kuvera,flaviceps,Kuvera flaviceps,1900,1906,"(Matsumura, 1900)"
Kuvera,hama,Kuvera hama,1991,1906,"Tsaur & Hsu, 1991"
Kuvera,kurilensis,Kuvera kurilensis,1987,1906,"Anufriev, 1987"
Kuvera,laticeps,Kuvera laticeps,1936,1906,"(Metcalf, 1936)"
Kuvera,ligustri,Kuvera ligustri,1914,1906,"Matsumura, 1914"
Kuvera,longipennis,Kuvera longipennis,1914,1906,"Matsumura, 1914"
Kuvera,pallidula,Kuvera pallidula,1914,1906,"Matsumura, 1914"
Kuvera,semihyalina,Kuvera semihyalina,1906,1906,"Distant, 1906"
Kuvera,similis,Kuvera similis,1991,1906,"Tsaur & Hsu, 1991"
Kuvera,taiwana,Kuvera taiwana,1991,1906,"Tsaur & Hsu, 1991"
Kuvera,tappanella,Kuvera tappanella,1914,1906,"Matsumura, 1914"
Kuvera,toroensis,Kuvera toroensis,1914,1906,"Matsumura, 1914"
Kuvera,transversa,Kuvera transversa,1991,1906,"Tsaur & Hsu, 1991"
Kuvera,ussuriensis,Kuvera ussuriensis,1968,1906,"(Vilbaste, 1968)"
Kuvera,vilbastei,Kuvera vilbastei,1987,1906,"Anufriev, 1987"
Lalobidius,dibii,Lalobidius dibii,1985,1985,"Van Stalle, 1985"
Lalobidius,lootensi,Lalobidius lootensi,1956,1985,"(Synave, 1956)"
Lalobidius,pseudoballista,Lalobidius pseudoballista,1984,1985,"(Van Stalle, 1984)"
Latoliarus,aither,Latoliarus aither,1971,1957,"Linnavuori, 1971"
Latoliarus,brunneus,Latoliarus brunneus,1957,1957,"Dlabola, 1957"
Leades,rufinus,Leades rufinus,1928,1928,"Jacobi, 1928"
Leirioessa,buruensis,Leirioessa buruensis,1926,1907,"Schmidt, 1926"
Leirioessa,lamononi,Leirioessa lamononi,1921,1907,"Muir, 1921"
Leirioessa,mander,Leirioessa mander,1851,1907,"(Walker, 1851)"
Leirioessa,meander,Leirioessa meander,1851,1907,"(Walker, 1851)"
Leirioessa,migratoria,Leirioessa migratoria,1907,1907,"(Distant, 1907)"
Leirioessa,nubila,Leirioessa nubila,1858,1907,"(Walker, 1858)"
Leirioessa,pulchra,Leirioessa pulchra,1922,1907,"Muir, 1922"
Leirioessa,tortricomorpha,Leirioessa tortricomorpha,1907,1907,"Kirkaldy, 1907"
Leirioessa,vitiensis,Leirioessa vitiensis,1907,1907,"Kirkaldy, 1907"
Leptochlamys,compressa,Leptochlamys compressa,1907,1907,"Kirkaldy, 1907"
Leptolamia,absona,Leptolamia absona,2014,1936,"Löcker, 2014"
Leptolamia,bifurcata,Leptolamia bifurcata,2014,1936,"Löcker, 2014"
Leptolamia,bunyaensis,Leptolamia bunyaensis,2014,1936,"Löcker, 2014"
Leptolamia,compressa,Leptolamia compressa,1907,1936,"(Kirkaldy, 1907)"
Leptolamia,conicula,Leptolamia conicula,2014,1936,"Löcker, 2014"
Leptolamia,contraria,Leptolamia contraria,2014,1936,"Löcker, 2014"
Leptolamia,glaciata,Leptolamia glaciata,2014,1936,"Löcker, 2014"
Leptolamia,gloriosa,Leptolamia gloriosa,2014,1936,"Löcker, 2014"
Leptolamia,jacobii,Leptolamia jacobii,2014,1936,"Löcker, 2014"
Leptolamia,juliae,Leptolamia juliae,2014,1936,"Löcker, 2014"
Leptolamia,kulija,Leptolamia kulija,2014,1936,"Löcker, 2014"
Leptolamia,lunata,Leptolamia lunata,2014,1936,"Löcker, 2014"
Leptolamia,praetextata,Leptolamia praetextata,1928,1936,"(Jacobi, 1928)"
Leptolamia,praetexttaa,Leptolamia praetexttaa,1928,1936,"(Jacobi, 1928)"
Leptolamia,radicula,Leptolamia radicula,2014,1936,"Löcker, 2014"
Leptolamia,sonjae,Leptolamia sonjae,2014,1936,"Löcker, 2014"
Liorhinus,albolimbata,Liorhinus albolimbata,1868,1868,"Kirschbaum, 1868"
Macrocixius,emeljanovi,Macrocixius emeljanovi,2013,1914,"Orosz, 2013"
Macrocixius,giganteus,Macrocixius giganteus,1914,1914,"Matsumura, 1914"
Macrocixius,gigantomimus,Macrocixius gigantomimus,2013,1914,"Orosz, 2013"
Macrocixius,grossus,Macrocixius grossus,1991,1914,"Tsaur & Hsu, 1991"
Macrocixius,lautereri,Macrocixius lautereri,2013,1914,"Orosz, 2013"
Macrocixius,monticola,Macrocixius monticola,2013,1914,"Orosz, 2013"
Macrocixius,orophilus,Macrocixius orophilus,2013,1914,"Orosz, 2013"
Macrocixius,rarimaculatus,Macrocixius rarimaculatus,2013,1914,"Zhang & Chen, 2013"
Macrocixius,unispinus,Macrocixius unispinus,2013,1914,"Zhang & Chen, 2013"
Malpha,cockcrofti,Malpha cockcrofti,1924,1924,"Myers, 1924"
Malpha,duniana,Malpha duniana,1924,1924,"Myers, 1924"
Malpha,iris,Malpha iris,1924,1924,"Myers, 1924"
Malpha,muiri,Malpha muiri,1924,1924,"Myers, 1924"
Meenocixius,bebourensis,Meenocixius bebourensis,2002,2002,"Attié, Bourgoin & Bonfils, 2002"
Meenocixius,virescens,Meenocixius virescens,2002,2002,"Attié, Bourgoin & Bonfils, 2002"
Melandeva,ocellata,Melandeva ocellata,1906,1906,"Distant, 1906"
Mesoliarus,malagensis,Mesoliarus malagensis,1910,1910,"Matsumura, 1910"
Metabrixia,aspersa,Metabrixia aspersa,1904,1904,"Fowler, 1904"
Metabrixia,delicata,Metabrixia delicata,1904,1904,"Fowler, 1904"
Metabrixia,germana,Metabrixia germana,1904,1904,"Fowler, 1904"
Metabrixia,maculata,Metabrixia maculata,1904,1904,"Fowler, 1904"
Metabrixia,marmorata,Metabrixia marmorata,1896,1904,"Uhler, 1896"
Metaplacha,tobiasi,Metaplacha tobiasi,2000,2000,"Emeljanov, 2000"
Miclucha,australiensis,Miclucha australiensis,2006,2001,"Löcker, 2006"
Miclucha,incerta,Miclucha incerta,1907,2001,"(Distant, 1907)"
