nom_genre,nom_espece,nom_complet,annee_espece,annee_genre,autorite_espece
Oecleus,netrion,Oecleus netrion,1977,1862,"Kramer, 1977"
Oecleus,netron,Oecleus netron,1977,1862,"Kramer, 1977"
Oecleus,nolinus,Oecleus nolinus,1935,1862,"Ball & Klingenberg, 1935"
Oecleus,obrieni,Oecleus obrieni,1982,1862,"O'Brien, 1982"
Oecleus,obtusus,Oecleus obtusus,1902,1862,"Ball, 1902"
Oecleus,palton,Oecleus palton,1977,1862,"Kramer, 1977"
Oecleus,parallelus,Oecleus parallelus,1944,1862,"Caldwell, 1944"
Oecleus,patulus,Oecleus patulus,1977,1862,"Kramer, 1977"
Oecleus,pellucens,Oecleus pellucens,1904,1862,"Fowler, 1904"
Oecleus,perpictus,Oecleus perpictus,1929,1862,"Van Duzee, 1929"
Oecleus,pigmy,Oecleus pigmy,1935,1862,"Ball & Klingenberg, 1935"
Oecleus,piperatus,Oecleus piperatus,1935,1862,"Ball & Klingenberg, 1935"
Oecleus,planus,Oecleus planus,1935,1862,"Ball & Klingenberg, 1935"
Oecleus,pontifex,Oecleus pontifex,1977,1862,"Kramer, 1977"
Oecleus,productus,Oecleus productus,1923,1862,"Metcalf, 1923"
Oecleus,pulchellatus,Oecleus pulchellatus,1935,1862,"Ball & Klingenberg, 1935"
Oecleus,quadrileneatus,Oecleus quadrileneatus,1912,1862,"Van Duzee, 1912"
Oecleus,quinquelineatus,Oecleus quinquelineatus,1944,1862,"Caldwell, 1944"
Oecleus,rhion,Oecleus rhion,1977,1862,"Kramer, 1977"
Oecleus,sagittatus,Oecleus sagittatus,1935,1862,"Ball & Klingenberg, 1935"
Oecleus,seminiger,Oecleus seminiger,1862,1862,"Stål, 1862"
Oecleus,snowi,Oecleus snowi,1905,1862,"Ball, 1905"
Oecleus,spatulatus,Oecleus spatulatus,1944,1862,"Caldwell, 1944"
Oecleus,subreflexus,Oecleus subreflexus,1925,1862,"Van Duzee, 1925"
Oecleus,tamiamus,Oecleus tamiamus,1935,1862,"Ball & Klingenberg, 1935"
Oecleus,teapae,Oecleus teapae,1904,1862,"Fowler, 1904"
Oecleus,tenella,Oecleus tenella,1904,1862,"Fowler, 1904"
Oecleus,tenellus,Oecleus tenellus,1904,1862,"Fowler, 1904"
Oecleus,texanus,Oecleus texanus,1937,1862,"Ball, 1937"
Oecleus,triplicatus,Oecleus triplicatus,1935,1862,"Ball & Klingenberg, 1935"
Oecleus,troxanon,Oecleus troxanon,1977,1862,"Kramer, 1977"
Oecleus,vates,Oecleus vates,1977,1862,"Kramer, 1977"
Oecleus,venosus,Oecleus venosus,1912,1862,"Van Duzee, 1912"
Oeclixius,amphion,Oeclixius amphion†,1963,1963,"Fennah, 1963"
Oliarellus,fulvus,Oliarellus fulvus,1935,1971,"(Kusnezov, 1935)"
Oliarissa,armiger,Oliarissa armiger,1944,1945,"(Fennah, 1944)"
Oliaronus,tontonus,Oliaronus tontonus,1934,1934,"Ball, 1934"
Oliarus,abacus,Oliarus abacus,1947,1862,"Caldwell, 1947"
Oliarus,abyssinicus,Oliarus abyssinicus,1987,1862,"Van Stalle, 1987"
Oliarus,acaciae,Oliarus acaciae,1909,1862,"Kirkaldy, 1909"
Oliarus,acanthopygophoris,Oliarus acanthopygophoris,2006,1862,"Löcker, 2006"
Oliarus,acicus,Oliarus acicus,1947,1862,"Caldwell, 1947"
Oliarus,acuminatus,Oliarus acuminatus,1924,1862,"Muir, 1924"
Oliarus,acuticeps,Oliarus acuticeps,1917,1862,"Jacobi, 1917"
Oliarus,adonis,Oliarus adonis,1958,1862,"Fennah, 1958"
Oliarus,adustus,Oliarus adustus,1872,1862,"Fieber, 1872"
Oliarus,aeneus,Oliarus aeneus,1984,1862,"Van Stalle, 1984"
Oliarus,aethiops,Oliarus aethiops,1984,1862,"Van Stalle, 1984"
Oliarus,afghanus,Oliarus afghanus,1957,1862,"Dlabola, 1957"
Oliarus,africanus,Oliarus africanus,1959,1862,"Synave, 1959"
Oliarus,agnata,Oliarus agnata,1925,1862,"Giffard, 1925"
Oliarus,agrippa,Oliarus agrippa,1967,1862,"Fennah, 1967"
Oliarus,agusani,Oliarus agusani,1991,1862,"Van Stalle, 1991"
Oliarus,alabandus,Oliarus alabandus,1967,1862,"Fennah, 1967"
Oliarus,alastor,Oliarus alastor,1967,1862,"Fennah, 1967"
Oliarus,albata,Oliarus albata,1925,1862,"Giffard, 1925"
Oliarus,albifacialis,Oliarus albifacialis,1906,1862,"Distant, 1906"
Oliarus,albiziae,Oliarus albiziae,1987,1862,"Van Stalle, 1987"
Oliarus,albomaculata,Oliarus albomaculata,1987,1862,"Van Stalle, 1987"
Oliarus,albomaculatus,Oliarus albomaculatus,1924,1862,"Muir, 1924"
Oliarus,alexanor,Oliarus alexanor,1906,1862,"Kirkaldy, 1906"
Oliarus,altanatus,Oliarus altanatus,1951,1862,"Caldwell, 1951"
Oliarus,altanus,Oliarus altanus,1934,1862,"Ball, 1934"
Oliarus,ampijorensis,Oliarus ampijorensis,1965,1862,"Synave, 1965"
Oliarus,anamalaii,Oliarus anamalaii,1991,1862,"Van Stalle, 1991"
Oliarus,andobensis,Oliarus andobensis,1965,1862,"Synave, 1965"
Oliarus,andradana,Oliarus andradana,1991,1862,"Van Stalle, 1991"
Oliarus,andrandanus,Oliarus andrandanus,1987,1862,"Van Stalle, 1987"
Oliarus,angolensis,Oliarus angolensis,1959,1862,"Synave, 1959"
Oliarus,angsensis,Oliarus angsensis,1991,1862,"Van Stalle, 1991"
Oliarus,angusticeps,Oliarus angusticeps,1892,1862,"Horváth, 1892"
Oliarus,angustiformis,Oliarus angustiformis,1953,1862,"Linnavuori, 1953"
Oliarus,annandalei,Oliarus annandalei,1911,1862,"Distant, 1911"
Oliarus,apache,Oliarus apache,1934,1862,"Ball, 1934"
Oliarus,apicalis,Oliarus apicalis,1896,1862,"(Uhler, 1896)"
Oliarus,apicalis,Oliarus apicalis,1937,1862,"Kusnezov, 1937"
Oliarus,apiculatus,Oliarus apiculatus,1876,1862,"Fieber, 1876"
Oliarus,arcbogdulus,Oliarus arcbogdulus,1985,1862,"Dlabola, 1985"
Oliarus,archogdulus,Oliarus archogdulus,1965,1862,"Dlabola, 1965"
Oliarus,aridus,Oliarus aridus,1902,1862,"Ball, 1902"
Oliarus,ariston,Oliarus ariston,1969,1862,"Fennah, 1969"
Oliarus,arizonensis,Oliarus arizonensis,1982,1862,"Mead & Kramer, 1982"
Oliarus,artemisiae,Oliarus artemisiae,1914,1862,"Matsumura, 1914"
Oliarus,artemisiae,Oliarus artemisiae,1950,1862,"Beirne, 1950"
Oliarus,asaica,Oliarus asaica,1906,1862,"Kirkaldy, 1906"
Oliarus,atkinsae,Oliarus atkinsae,1928,1862,"Myers, 1928"
Oliarus,atkinsoni,Oliarus atkinsoni,1924,1862,"Myers, 1924"
Oliarus,atricollis,Oliarus atricollis,1984,1862,"Van Stalle, 1984"
Oliarus,azrak,Oliarus azrak,1973,1862,"Linnavuori, 1973"
Oliarus,aztecus,Oliarus aztecus,1947,1862,"Caldwell, 1947"
Oliarus,badakshanus,Oliarus badakshanus,1957,1862,"Dlabola, 1957"
Oliarus,bahardari,Oliarus bahardari,1987,1862,"Van Stalle, 1987"
Oliarus,bahtiaricus,Oliarus bahtiaricus,1981,1862,"Dlabola, 1981"
Oliarus,bakeri,Oliarus bakeri,1924,1862,"Muir, 1924"
Oliarus,balachowskyi,Oliarus balachowskyi,1978,1862,"Synave, 1978"
Oliarus,ballista,Oliarus ballista,1958,1862,"Fennah, 1958"
Oliarus,bantuanus,Oliarus bantuanus,1907,1862,"Distant, 1907"
Oliarus,barajus,Oliarus barajus,1957,1862,"Dlabola, 1957"
Oliarus,basalis,Oliarus basalis,1890,1862,"(Lethierry, 1890)"
Oliarus,bazarus,Oliarus bazarus,1951,1862,"Caldwell, 1951"
Oliarus,beebei,Oliarus beebei,1945,1862,"Metcalf, 1945"
Oliarus,beieri,Oliarus beieri,1970,1862,"Wagner, 1970"
Oliarus,beirnei,Oliarus beirnei,1978,1862,"Emeljanov, 1978"
Oliarus,bidiensis,Oliarus bidiensis,1991,1862,"Van Stalle, 1991"
Oliarus,bifidus,Oliarus bifidus,1988,1862,"Tsaur, Hsu & Van Stalle, 1988"
Oliarus,bilineatus,Oliarus bilineatus,1924,1862,"Muir, 1924"
Oliarus,bimaculata,Oliarus bimaculata,1930,1862,"Schmidt, 1930"
Oliarus,bingervillei,Oliarus bingervillei,1968,1862,"Synave, 1968"
Oliarus,binghami,Oliarus binghami,1911,1862,"Distant, 1911"
Oliarus,biperforatus,Oliarus biperforatus,1945,1862,"Fennah, 1945"
Oliarus,bispinosus,Oliarus bispinosus,1960,1862,"Synave, 1960"
Oliarus,bispinus,Oliarus bispinus,1947,1862,"Caldwell, 1947"
Oliarus,bitinctus,Oliarus bitinctus,1961,1862,"Dlabola, 1961"
Oliarus,bizonata,Oliarus bizonata,1932,1862,"Kato, 1932"
Oliarus,bohemani,Oliarus bohemani,1859,1862,"(Stål, 1859)"
Oliarus,bomansi,Oliarus bomansi,1979,1862,"Synave, 1979"
Oliarus,boninensis,Oliarus boninensis,1914,1862,"Matsumura, 1914"
Oliarus,borbonicus,Oliarus borbonicus,1975,1862,"Williams, 1975"
Oliarus,borinquensis,Oliarus borinquensis,1951,1862,"Caldwell, 1951"
Oliarus,borneensis,Oliarus borneensis,1924,1862,"Muir, 1924"
Oliarus,bouakeanus,Oliarus bouakeanus,1906,1862,"Kirkaldy, 1906"
Oliarus,bourouensis,Oliarus bourouensis,1965,1862,"Linnavuori, 1965"
Oliarus,brachycephalus,Oliarus brachycephalus,1907,1862,"Distant, 1907"
Oliarus,brachycephalus,Oliarus brachycephalus,1917,1862,"Haupt, 1917"
Oliarus,bragancanus,Oliarus bragancanus,1987,1862,"Van Stalle, 1987"
Oliarus,breviceps,Oliarus breviceps,1904,1862,"Fowler, 1904"
Oliarus,breviceps,Oliarus breviceps,1937,1862,"Kusnezov, 1937"
Oliarus,brevilinea,Oliarus brevilinea,1910,1862,"Matsumura, 1910"
Oliarus,brunnifrons,Oliarus brunnifrons,1924,1862,"Muir, 1924"
Oliarus,brunninervosus,Oliarus brunninervosus,1987,1862,"Van Stalle, 1987"
Oliarus,brunnistigmatus,Oliarus brunnistigmatus,1987,1862,"Van Stalle, 1987"
Oliarus,buruana,Oliarus buruana,1926,1862,"Schmidt, 1926"
Oliarus,busoensis,Oliarus busoensis,1989,1862,"Van Stalle, 1989"
Oliarus,caffer,Oliarus caffer,1855,1862,"(Stål, 1855)"
Oliarus,caldwelli,Oliarus caldwelli,1981,1862,"Mead & Kramer, 1981"
Oliarus,californica,Oliarus californica,1914,1862,"Van Duzee, 1914"
Oliarus,californicus,Oliarus californicus,1914,1862,"Van Duzee, 1914"
Oliarus,camilla,Oliarus camilla,1973,1862,"Linnavuori, 1973"
Oliarus,canyonensis,Oliarus canyonensis,1981,1862,"Mead & Kramer, 1981"
Oliarus,capeneri,Oliarus capeneri,1933,1862,"Synave, 1933"
Oliarus,carolinensis,Oliarus carolinensis,1954,1862,"Metcalf, 1954"
Oliarus,cashatti,Oliarus cashatti,1979,1862,"Synave, 1979"
Oliarus,catus,Oliarus catus,1947,1862,"Caldwell, 1947"
Oliarus,caudatus,Oliarus caudatus,1858,1862,"(Walker, 1858)"
Oliarus,chiangi,Oliarus chiangi,1988,1862,"Tsaur, Hsu & Van Stalle, 1988"
Oliarus,chiluvoensis,Oliarus chiluvoensis,1987,1862,"Van Stalle, 1987"
Oliarus,chipetanus,Oliarus chipetanus,1987,1862,"Van Stalle, 1987"
Oliarus,chiriquensis,Oliarus chiriquensis,1904,1862,"Fowler, 1904"
Oliarus,chirundensis,Oliarus chirundensis,1987,1862,"Van Stalle, 1987"
Oliarus,chuliotus,Oliarus chuliotus,1934,1862,"Ball, 1934"
Oliarus,cinerea,Oliarus cinerea,1921,1862,"Wolcott, 1921"
Oliarus,cingalensis,Oliarus cingalensis,1911,1862,"(Distant, 1911)"
Oliarus,cinnamoneus,Oliarus cinnamoneus,1889,1862,"Provancher, 1889"
Oliarus,cleon,Oliarus cleon,1960,1862,"Synave, 1960"
Oliarus,clipealis,Oliarus clipealis,1928,1862,"Jacobi, 1928"
Oliarus,cochleatus,Oliarus cochleatus,2006,1862,"Löcker, 2006"
Oliarus,coconinus,Oliarus coconinus,1934,1862,"Ball, 1934"
Oliarus,cocosivora,Oliarus cocosivora,1929,1862,"Muir, 1929"
Oliarus,complectus,Oliarus complectus,1902,1862,"Ball, 1902"
Oliarus,concinnulus,Oliarus concinnulus,1904,1862,"Fowler, 1904"
Oliarus,concolor,Oliarus concolor,1876,1862,"Fieber, 1876"
Oliarus,consimilis,Oliarus consimilis,1925,1862,"Giffard, 1925"
Oliarus,convergens,Oliarus convergens,1902,1862,"Melichar, 1902"
Oliarus,cornutus,Oliarus cornutus,1987,1862,"Van Stalle, 1987"
Oliarus,corvinus,Oliarus corvinus,1934,1862,"Ball, 1934"
Oliarus,courtoisi,Oliarus courtoisi,1975,1862,"Williams, 1975"
Oliarus,cuberlii,Oliarus cuberlii,2006,1862,"Löcker, 2006"
Oliarus,cucullatus,Oliarus cucullatus,1896,1862,"Noualhier, 1896"
Oliarus,curvatus,Oliarus curvatus,1974,1862,"Logvinenko, 1974"
Oliarus,cuspidatus,Oliarus cuspidatus,1876,1862,"Fieber, 1876"
Oliarus,cuspidistylus,Oliarus cuspidistylus,1961,1862,"Dlabola, 1961"
Oliarus,dagestanicus,Oliarus dagestanicus,1937,1862,"Kusnezov, 1937"
Oliarus,damasi,Oliarus damasi,1953,1862,"Synave, 1953"
Oliarus,decempunctatus,Oliarus decempunctatus,1984,1862,"Van Stalle, 1984"
Oliarus,decumbens,Oliarus decumbens,1941,1862,"Jacobi, 1941"
Oliarus,diabolculus,Oliarus diabolculus,1970,1862,"Anufriev, 1970"
Oliarus,difficilis,Oliarus difficilis,1912,1862,"Van Duzee, 1912"
Oliarus,digitatus,Oliarus digitatus,1987,1862,"Van Stalle, 1987"
Oliarus,dimakoensis,Oliarus dimakoensis,1987,1862,"Van Stalle, 1987"
Oliarus,dimidiatus,Oliarus dimidiatus,1879,1862,"Berg, 1879"
Oliarus,dindefelloi,Oliarus dindefelloi,1987,1862,"Van Stalle, 1987"
Oliarus,dingkana,Oliarus dingkana,1907,1862,"Distant, 1907"
Oliarus,discrepans,Oliarus discrepans,1925,1862,"Giffard, 1925"
Oliarus,dispar,Oliarus dispar,1924,1862,"Muir, 1924"
Oliarus,dissimilis,Oliarus dissimilis,1960,1862,"Synave, 1960"
Oliarus,distanti,Oliarus distanti,1911,1862,"(Distant, 1911)"
Oliarus,dividens,Oliarus dividens,1858,1862,"(Walker, 1858)"
Oliarus,djurumi,Oliarus djurumi,1987,1862,"Van Stalle, 1987"
Oliarus,doddi,Oliarus doddi,1931,1862,"Muir, 1931"
Oliarus,dondonius,Oliarus dondonius,1934,1862,"Ball, 1934"
Oliarus,doris,Oliarus doris,1973,1862,"Linnavuori, 1973"
Oliarus,draconarius,Oliarus draconarius,1958,1862,"Fennah, 1958"
Oliarus,dumonti,Oliarus dumonti,1921,1862,"Muir, 1921"
Oliarus,eboricola,Oliarus eboricola,1984,1862,"Van Stalle, 1984"
Oliarus,ecarinatus,Oliarus ecarinatus,1937,1862,"Kusnezov, 1937"
Oliarus,ecarinatus,Oliarus ecarinatus,1971,1862,"Mitjaev, 1971"
Oliarus,ecologus,Oliarus ecologus,1947,1862,"Caldwell, 1947"
Oliarus,elevatus,Oliarus elevatus,1988,1862,"Tsaur, Hsu & Van Stalle, 1988"
Oliarus,elongata,Oliarus elongata,1910,1862,"Matsumura, 1910"
Oliarus,elvina,Oliarus elvina,1969,1862,"Fennah, 1969"
Oliarus,erinna,Oliarus erinna,1958,1862,"Fennah, 1958"
Oliarus,eryx,Oliarus eryx,1958,1862,"Fennah, 1958"
Oliarus,euphorbiae,Oliarus euphorbiae,1925,1862,"Giffard, 1925"
Oliarus,euphranor,Oliarus euphranor,1958,1862,"Fennah, 1958"
Oliarus,eurynome,Oliarus eurynome,1958,1862,"Fennah, 1958"
Oliarus,euziensis,Oliarus euziensis,1987,1862,"Van Stalle, 1987"
Oliarus,excelsa,Oliarus excelsa,1904,1862,"Fowler, 1904"
Oliarus,exiguus,Oliarus exiguus,1924,1862,"Muir, 1924"
Oliarus,eximus,Oliarus eximus,1947,1862,"Caldwell, 1947"
Oliarus,exoptatus,Oliarus exoptatus,1917,1862,"Van Duzee, 1917"
Oliarus,fasciolata,Oliarus fasciolata,1855,1862,"Stål, 1855"
Oliarus,felis,Oliarus felis,1906,1862,"Kirkaldy, 1906"
Oliarus,fici,Oliarus fici,1987,1862,"Van Stalle, 1987"
Oliarus,fida,Oliarus fida,1914,1862,"Van Duzee, 1914"
Oliarus,fidus,Oliarus fidus,1914,1862,"Van Duzee, 1914"
Oliarus,figuratus,Oliarus figuratus,1961,1862,"Dlabola, 1961"
Oliarus,filicicola,Oliarus filicicola,1909,1862,"Kirkaldy, 1909"
Oliarus,flavescens,Oliarus flavescens,1984,1862,"Van Stalle, 1984"
Oliarus,flaviceps,Oliarus flaviceps,1900,1862,"(Matsumura, 1900)"
Oliarus,flavifrons,Oliarus flavifrons,1984,1862,"Van Stalle, 1984"
Oliarus,flavinervis,Oliarus flavinervis,1984,1862,"Van Stalle & Synave, 1984"
Oliarus,flavipes,Oliarus flavipes,1924,1862,"Muir, 1924"
Oliarus,florifontis,Oliarus florifontis,1987,1862,"Van Stalle, 1987"
Oliarus,fluvida,Oliarus fluvida,1910,1862,"Matsumura, 1910"
Oliarus,forcipatus,Oliarus forcipatus,1947,1862,"Caldwell, 1947"
Oliarus,formicarius,Oliarus formicarius,1967,1862,"Mitjaev, 1967"
Oliarus,formosanus,Oliarus formosanus,1914,1862,"Matsumura, 1914"
Oliarus,formosus,Oliarus formosus,1960,1862,"Synave, 1960"
Oliarus,franciscanus,Oliarus franciscanus,1859,1862,"(Stål, 1859)"
Oliarus,frenatus,Oliarus frenatus,1910,1862,"Jacobi, 1910"
Oliarus,frontalis,Oliarus frontalis,1904,1862,"Melichar, 1904"
Oliarus,frontalis basalis,Oliarus frontalis basalis,1905,1862,"Melichar, 1905"
Oliarus,fuligo,Oliarus fuligo,1973,1862,"Linnavuori, 1973"
Oliarus,fulvus,Oliarus fulvus,1858,1862,"(Walker, 1858)"
Oliarus,fumatipennis,Oliarus fumatipennis,1949,1862,"Dlabola, 1949"
Oliarus,funebris,Oliarus funebris,1858,1862,"(Walker, 1858)"
Oliarus,furcatus,Oliarus furcatus,1884,1862,"Signoret, 1884"
Oliarus,fusciceps,Oliarus fusciceps,1936,1862,"Metcalf, 1936"
Oliarus,fuscimarginatus,Oliarus fuscimarginatus,1984,1862,"Van Stalle, 1984"
Oliarus,fuscipennis,Oliarus fuscipennis,1855,1862,"(Stål, 1855)"
Oliarus,fuscipennis,Oliarus fuscipennis,1924,1862,"Muir, 1924"
Oliarus,fuscipes,Oliarus fuscipes,1987,1862,"Van Stalle, 1987"
Oliarus,fuscisignatus,Oliarus fuscisignatus,1984,1862,"Van Stalle, 1984"
Oliarus,fuscoapicatus,Oliarus fuscoapicatus,1954,1862,"Metcalf, 1954"
Oliarus,fuscofasciatus,Oliarus fuscofasciatus,1902,1862,"Melichar, 1902"
Oliarus,fusconebulosus,Oliarus fusconebulosus,1906,1862,"(Distant, 1906)"
Oliarus,fusculus,Oliarus fusculus,1984,1862,"Van Stalle, 1984"
Oliarus,gabonicus,Oliarus gabonicus,1979,1862,"Synave, 1979"
Oliarus,galapagensis,Oliarus galapagensis,1933,1862,"Van Duzee, 1933"
Oliarus,garambaensis,Oliarus garambaensis,1960,1862,"Synave, 1960"
Oliarus,gaubi,Oliarus gaubi,1987,1862,"Van Stalle, 1987"
Oliarus,gemellar,Oliarus gemellar,1958,1862,"Fennah, 1958"
Oliarus,geniculatus,Oliarus geniculatus,1870,1862,"Stål, 1870"
Oliarus,gezira,Oliarus gezira,1973,1862,"Linnavuori, 1973"
Oliarus,ghanensis,Oliarus ghanensis,1987,1862,"Van Stalle, 1987"
Oliarus,giffardi,Oliarus giffardi,1925,1862,"(Giffard, 1925)"
Oliarus,gilgitensis,Oliarus gilgitensis,1984,1862,"Shakila, 1984"
Oliarus,gladensis,Oliarus gladensis,1951,1862,"Caldwell, 1951"
Oliarus,globosus,Oliarus globosus,2006,1862,"Löcker, 2006"
Oliarus,goae,Oliarus goae,1922,1862,"Muir, 1922"
Oliarus,gracilis,Oliarus gracilis,2006,1862,"Löcker, 2006"
Oliarus,granulata,Oliarus granulata,1924,1862,"Muir, 1924"
Oliarus,greeni,Oliarus greeni,1911,1862,"Distant, 1911"
Oliarus,grossa,Oliarus grossa,1925,1862,"Lallemand, 1925"
Oliarus,grossipennis,Oliarus grossipennis,1987,1862,"Van Stalle, 1987"
Oliarus,guibensis,Oliarus guibensis,1987,1862,"Van Stalle, 1987"
Oliarus,guineensis,Oliarus guineensis,1987,1862,"Van Stalle, 1987"
Oliarus,gyaurus,Oliarus gyaurus,1957,1862,"Dlabola, 1957"
Oliarus,habeckorum,Oliarus habeckorum,1982,1862,"Mead & Kramer, 1982"
Oliarus,hachijonis,Oliarus hachijonis,1914,1862,"Matsumura, 1914"
Oliarus,hackeri,Oliarus hackeri,1931,1862,"Muir, 1931"
Oliarus,haleakalae,Oliarus haleakalae,1909,1862,"Kirkaldy, 1909"
Oliarus,halehaku,Oliarus halehaku,1925,1862,"Giffard, 1925"
Oliarus,halemanu,Oliarus halemanu,1925,1862,"Giffard, 1925"
Oliarus,haloxyli,Oliarus haloxyli,1971,1862,"Mitjaev, 1971"
Oliarus,hamatus,Oliarus hamatus,2006,1862,"Löcker, 2006"
Oliarus,harimaensis,Oliarus harimaensis,1914,1862,"Matsumura, 1914"
Oliarus,hastaferens,Oliarus hastaferens,1987,1862,"Van Stalle, 1987"
Oliarus,haupti,Oliarus haupti,1917,1862,"Haupt, 1917"
Oliarus,hernandezi,Oliarus hernandezi,1996,1862,"Hoch & Izquierdo, 1996"
Oliarus,hesperia,Oliarus hesperia,1917,1862,"Van Duzee, 1917"
Oliarus,hevaheva,Oliarus hevaheva,1902,1862,"Kirkaldy, 1902"
Oliarus,hipponax,Oliarus hipponax,1958,1862,"Fennah, 1958"
Oliarus,hirsutus,Oliarus hirsutus,2006,1862,"Löcker, 2006"
Oliarus,hirtus,Oliarus hirtus,1904,1862,"Melichar, 1904"
Oliarus,hispanica,Oliarus hispanica,1910,1862,"Matsumura, 1910"
Oliarus,hodgarti,Oliarus hodgarti,1911,1862,"Distant, 1911"
Oliarus,hopponis,Oliarus hopponis,1914,1862,"Matsumura, 1914"
Oliarus,horishanus,Oliarus horishanus,1914,1862,"Matsumura, 1914"
Oliarus,horridus,Oliarus horridus,1962,1862,"Linnavuori, 1962"
Oliarus,hottentottus,Oliarus hottentottus,1855,1862,"(Stål, 1855)"
Oliarus,hsui,Oliarus hsui,1990,1862,"Tsaur, 1990"
Oliarus,humeralis,Oliarus humeralis,1904,1862,"Fowler, 1904"
Oliarus,humilis,Oliarus humilis,1830,1862,"(Say, 1830)"
Oliarus,hyalina,Oliarus hyalina,1876,1862,"Fieber, 1876"
Oliarus,hyalinipennis,Oliarus hyalinipennis,1924,1862,"Muir, 1924"
Oliarus,hyperides,Oliarus hyperides,1961,1862,"Fennah, 1961"
Oliarus,iasis,Oliarus iasis,1973,1862,"Linnavuori, 1973"
Oliarus,iguchii,Oliarus iguchii,1914,1862,"Matsumura, 1914"
Oliarus,immaculata,Oliarus immaculata,1925,1862,"Giffard, 1925"
Oliarus,impeditus,Oliarus impeditus,1924,1862,"Muir, 1924"
Oliarus,inaequalis,Oliarus inaequalis,1925,1862,"Giffard, 1925"
Oliarus,inaequalis koebelei,Oliarus inaequalis koebelei,1925,1862,"Giffard, 1925"
Oliarus,inaequalis kohala,Oliarus inaequalis kohala,1925,1862,"Giffard, 1925"
Oliarus,inaequalis konana,Oliarus inaequalis konana,1925,1862,"Giffard, 1925"
Oliarus,incerta,Oliarus incerta,1907,1862,"Distant, 1907"
Oliarus,incisus,Oliarus incisus,1908,1862,"Bierman, 1908"
Oliarus,incompletus,Oliarus incompletus,1983,1862,"Van Stalle, 1983"
Oliarus,inconstans,Oliarus inconstans,1925,1862,"Giffard, 1925"
Oliarus,indicus,Oliarus indicus,1911,1862,"Distant, 1911"
Oliarus,indiensis,Oliarus indiensis,1991,1862,"Van Stalle, 1991"
Oliarus,inermis,Oliarus inermis,1991,1862,"Van Stalle, 1991"
Oliarus,inficitus,Oliarus inficitus,1870,1862,"(Walker, 1870)"
Oliarus,insetosus,Oliarus insetosus,1944,1862,"Jacobi, 1944"
Oliarus,insignior,Oliarus insignior,1904,1862,"Fowler, 1904"
Oliarus,instabilis,Oliarus instabilis,1925,1862,"Giffard, 1925"
Oliarus,instabilis bryani,Oliarus instabilis bryani,1925,1862,"Giffard, 1925"
Oliarus,instabilis craw,Oliarus instabilis craw,1925,1862,"Giffard, 1925"
Oliarus,instabilis erhorni,Oliarus instabilis erhorni,1925,1862,"Giffard, 1925"
Oliarus,instabilis osborni,Oliarus instabilis osborni,1925,1862,"Giffard, 1925"
Oliarus,instabilis terryi,Oliarus instabilis terryi,1925,1862,"Giffard, 1925"
Oliarus,instabilis williawsi,Oliarus instabilis williawsi,1925,1862,"Giffard, 1925"
Oliarus,interjectus,Oliarus interjectus,1957,1862,"Linnavuori, 1957"
Oliarus,intermedia,Oliarus intermedia,1925,1862,"Giffard, 1925"
Oliarus,interruptus,Oliarus interruptus,1917,1862,"Haupt, 1917"
Oliarus,intertectus,Oliarus intertectus,1870,1862,"(Walker, 1870)"
Oliarus,isolatus,Oliarus isolatus,1947,1862,"Caldwell, 1947"
Oliarus,jaxarta,Oliarus jaxarta,1969,1862,"Fennah, 1969"
Oliarus,jubanus,Oliarus jubanus,1987,1862,"Van Stalle, 1987"
Oliarus,jugurtha,Oliarus jugurtha,1958,1862,"Fennah, 1958"
Oliarus,kabulus,Oliarus kabulus,1957,1862,"Dlabola, 1957"
Oliarus,kagoshimensis,Oliarus kagoshimensis,1914,1862,"Matsumura, 1914"
Oliarus,kahavalu,Oliarus kahavalu,1909,1862,"Kirkaldy, 1909"
Oliarus,kaiulani,Oliarus kaiulani,1925,1862,"Giffard, 1925"
Oliarus,kalalensis,Oliarus kalalensis,1965,1862,"Synave, 1965"
Oliarus,kampaspe,Oliarus kampaspe,1906,1862,"Kirkaldy, 1906"
Oliarus,kanakanus,Oliarus kanakanus,1902,1862,"Kirkaldy, 1902"
Oliarus,kanakanus punaensis,Oliarus kanakanus punaensis,1925,1862,"Giffard, 1925"
Oliarus,kankundensis,Oliarus kankundensis,1953,1862,"Synave, 1953"
Oliarus,kaohinani,Oliarus kaohinani,1909,1862,"Kirkaldy, 1909"
Oliarus,kaohinani var  perkinsi,Oliarus kaohinani var  perkinsi,1925,1862,"Giffard, 1925"
Oliarus,kaonohi,Oliarus kaonohi,1909,1862,"Kirkaldy, 1909"
Oliarus,kasachstanicus,Oliarus kasachstanicus,1964,1862,"Emeljanov, 1964"
Oliarus,kaszabianus,Oliarus kaszabianus,1970,1862,"Dlabola, 1970"
Oliarus,kauaiensis,Oliarus kauaiensis,1909,1862,"Kirkaldy, 1909"
Oliarus,kaumuahona,Oliarus kaumuahona,1925,1862,"Giffard, 1925"
Oliarus,kempeneeri,Oliarus kempeneeri,1952,1862,"Lallemand & Synave, 1952"
Oliarus,kempi,Oliarus kempi,1922,1862,"Muir, 1922"
Oliarus,kenyensis,Oliarus kenyensis,1987,1862,"Van Stalle, 1987"
Oliarus,kibuyanus,Oliarus kibuyanus,1955,1862,"Fennah, 1955"
